"No.","Time","Source","Destination","Protocol","Length","Info", 1736885364.161848000, 45210
"771","25.856750","142.251.132.227","10.49.10.60","TLSv1.3","85","Application Data", 1736885390.022431000, 443
"772","25.860583","172.217.28.206","10.49.10.60","TCP","60","443  >  51240 [ACK] Seq=1 Ack=664 Win=269056 Len=0", 1736885390.024721000, 38262
"773","25.862873","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=1284 Ack=117874 Win=165248 Len=1412 [TCP segment of a reassembled PDU]", 1736885390.024726000, 38262
"774","25.862878","10.49.10.60","142.251.129.67","TLSv1.3","412","Application Data", 1736885390.053547000, 443
"775","25.891699","142.251.134.142","10.49.10.60","TCP","60","443  >  36050 [ACK] Seq=7229 Ack=3318 Win=266752 Len=0", 1736885390.053832000, 36050
"776","25.891984","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3318 Ack=7229 Win=64128 Len=0", 1736885390.060150000, 38262
"777","25.898302","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=3054 Ack=117874 Win=165248 Len=1412 [TCP segment of a reassembled PDU]", 1736885390.060163000, 38262
"778","25.898315","10.49.10.60","142.251.129.67","TLSv1.3","445","Application Data", 1736885390.061323000, 443
"779","25.899475","142.250.79.10","10.49.10.60","TCP","60","443  >  57276 [ACK] Seq=9631 Ack=741 Win=269056 Len=0", 1736885390.061646000, 443
"780","25.899798","142.250.79.10","10.49.10.60","TLSv1.3","668","Application Data, Application Data", 1736885390.061842000, 46954
"781","25.899994","10.49.10.60","142.251.132.227","TCP","54","46954  >  443 [ACK] Seq=859 Ack=4780 Win=64128 Len=0", 1736885390.062054000, 443
"782","25.900206","142.250.79.10","10.49.10.60","TLSv1.3","85","Application Data", 1736885390.062186000, 443
"783","25.900338","142.250.79.10","10.49.10.60","TCP","60","443  >  57276 [ACK] Seq=10276 Ack=3535 Win=266496 Len=0", 1736885390.063147000, 57276
"784","25.901299","10.49.10.60","142.250.79.10","TLSv1.3","85","Application Data", 1736885390.067354000, 443
"785","25.905506","142.250.79.10","10.49.10.60","TCP","60","443  >  57276 [ACK] Seq=10276 Ack=3643 Win=266496 Len=0", 1736885390.076285000, 443
"786","25.914437","172.217.28.206","10.49.10.60","TLSv1.3","2878","Server Hello, Change Cipher Spec", 1736885390.076350000, 51240
"787","25.914502","10.49.10.60","172.217.28.206","TCP","54","51240  >  443 [ACK] Seq=664 Ack=2825 Win=63616 Len=0", 1736885390.076387000, 443
"788","25.914539","172.217.28.206","10.49.10.60","TLSv1.3","1351","Application Data", 1736885390.076401000, 51240
"789","25.914553","10.49.10.60","172.217.28.206","TCP","54","51240  >  443 [ACK] Seq=664 Ack=4122 Win=62592 Len=0", 1736885390.077873000, 443
"790","25.916025","142.251.134.142","10.49.10.60","TLSv1.3","1459","Application Data", 1736885390.077898000, 36050
"791","25.916050","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3318 Ack=8634 Win=64128 Len=0", 1736885390.077924000, 443
"792","25.916076","142.251.134.142","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.077932000, 36050
"793","25.916084","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3318 Ack=10046 Win=63488 Len=0", 1736885390.077936000, 443
"794","25.916088","142.251.134.142","10.49.10.60","TLSv1.3","415","Application Data, Application Data", 1736885390.077942000, 36050
"795","25.916094","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3318 Ack=10407 Win=63232 Len=0", 1736885390.078073000, 443
"796","25.916225","142.251.134.142","10.49.10.60","TLSv1.3","93","Application Data", 1736885390.078087000, 36050
"797","25.916239","10.49.10.60","142.251.134.142","TCP","54","36050  >  443 [ACK] Seq=3318 Ack=10446 Win=63232 Len=0", 1736885390.078978000, 443
"798","25.917130","142.251.132.227","10.49.10.60","TCP","60","443  >  46954 [ACK] Seq=4780 Ack=859 Win=269056 Len=0", 1736885390.080546000, 443
"799","25.918698","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 768#1] 443  >  38262 [ACK] Seq=117874 Ack=1284 Win=268800 Len=0 SLE=2696 SRE=3054", 1736885390.080596000, 443
"800","25.918748","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=117874 Ack=3054 Win=267264 Len=0", 1736885390.082797000, 36050
"801","25.920949","10.49.10.60","142.251.134.142","TLSv1.3","93","Application Data", 1736885390.086318000, 443
"802","25.924470","142.251.129.67","10.49.10.60","TLSv1.3","164","Application Data", 1736885390.086400000, 443
"803","25.924552","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.086418000, 38262
"804","25.924570","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=119396 Win=168064 Len=0", 1736885390.086889000, 443
"805","25.925041","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.087348000, 443
"806","25.925500","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.087370000, 38262
"807","25.925522","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=122220 Win=173952 Len=0", 1736885390.087392000, 443
"808","25.925544","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.087860000, 51240
"809","25.926012","10.49.10.60","172.217.28.206","TLSv1.3","118","Change Cipher Spec, Application Data", 1736885390.088266000, 443
"810","25.926418","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.088291000, 443
"811","25.926443","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.088301000, 38262
"812","25.926453","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=125044 Win=179840 Len=0", 1736885390.088760000, 51240
"813","25.926912","10.49.10.60","172.217.28.206","TLSv1.3","152","Application Data", 1736885390.089217000, 443
"814","25.927369","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.089236000, 38262
"815","25.927388","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=127868 Win=185600 Len=0", 1736885390.089253000, 443
"816","25.927405","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.090137000, 443
"817","25.928289","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.090161000, 38262
"818","25.928313","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=130692 Win=191488 Len=0", 1736885390.090189000, 443
"819","25.928341","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.091087000, 443
"820","25.929239","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.091113000, 38262
"821","25.929265","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=133516 Win=197248 Len=0", 1736885390.091140000, 443
"822","25.929292","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.091996000, 443
"823","25.930148","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.092023000, 38262
"824","25.930175","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=136340 Win=203136 Len=0", 1736885390.092052000, 443
"825","25.930204","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.092962000, 443
"826","25.931114","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.093018000, 38262
"827","25.931170","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=139164 Win=209024 Len=0", 1736885390.093052000, 443
"828","25.931204","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.094090000, 443
"829","25.932242","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.094127000, 38262
"830","25.932279","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=141988 Win=214784 Len=0", 1736885390.094154000, 443
"831","25.932306","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.094832000, 443
"832","25.932984","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.094848000, 38262
"833","25.933000","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=144812 Win=220672 Len=0", 1736885390.094867000, 443
"834","25.933019","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.095785000, 443
"835","25.933937","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.095834000, 38262
"836","25.933986","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=147636 Win=226560 Len=0", 1736885390.095871000, 443
"837","25.934023","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.096772000, 443
"838","25.934924","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.096805000, 38262
"839","25.934957","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=150460 Win=232320 Len=0", 1736885390.096834000, 443
"840","25.934986","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.097161000, 48018
"841","25.935313","10.49.10.60","142.250.78.225","TCP","74","48018  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3258032214 TSecr=0 WS=128", 1736885390.097706000, 443
"842","25.935858","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.097737000, 38262
"843","25.935889","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=153284 Win=238208 Len=0", 1736885390.097762000, 443
"844","25.935914","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.098588000, 443
"845","25.936740","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.098647000, 38262
"846","25.936799","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=156108 Win=243968 Len=0", 1736885390.098679000, 443
"847","25.936831","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.099528000, 443
"848","25.937680","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.099574000, 38262
"849","25.937726","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=158932 Win=249856 Len=0", 1736885390.099603000, 443
"850","25.937755","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.100537000, 443
"851","25.938689","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.100558000, 38262
"852","25.938710","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=161756 Win=255744 Len=0", 1736885390.100576000, 443
"853","25.938728","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.101400000, 443
"854","25.939552","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.101437000, 38262
"855","25.939589","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=164580 Win=261504 Len=0", 1736885390.101454000, 443
"856","25.939606","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.102343000, 443
"857","25.940495","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.102366000, 38262
"858","25.940518","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=167404 Win=267392 Len=0", 1736885390.102404000, 443
"859","25.940556","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.103275000, 443
"860","25.941427","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.103318000, 38262
"861","25.941470","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=170228 Win=273280 Len=0", 1736885390.103336000, 443
"862","25.941488","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.104244000, 443
"863","25.942396","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.104293000, 38262
"864","25.942445","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=173052 Win=279040 Len=0", 1736885390.104310000, 443
"865","25.942462","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.105152000, 443
"866","25.943304","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.105193000, 38262
"867","25.943345","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=175876 Win=284928 Len=0", 1736885390.105229000, 443
"868","25.943381","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.106130000, 443
"869","25.944282","142.251.129.67","10.49.10.60","TLSv1.3","2878","Application Data, Application Data", 1736885390.106158000, 38262
"870","25.944310","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=180112 Win=293504 Len=0", 1736885390.107104000, 443
"871","25.945256","142.251.129.67","10.49.10.60","TLSv1.3","2878","Application Data, Application Data", 1736885390.107152000, 38262
"872","25.945304","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=182936 Win=299136 Len=0", 1736885390.108035000, 443
"873","25.946187","142.251.129.67","10.49.10.60","TLSv1.3","2878","Application Data, Application Data", 1736885390.108083000, 38262
"874","25.946235","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=185760 Win=304768 Len=0", 1736885390.108904000, 443
"875","25.947056","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.108939000, 443
"876","25.947091","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.108948000, 38262
"877","25.947100","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=188584 Win=310656 Len=0", 1736885390.109851000, 443
"878","25.948003","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.109914000, 443
"879","25.948066","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.109927000, 38262
"880","25.948079","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=191408 Win=316416 Len=0", 1736885390.110788000, 443
"881","25.948940","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.110841000, 443
"882","25.948993","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.110855000, 38262
"883","25.949007","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=194232 Win=322304 Len=0", 1736885390.111730000, 443
"884","25.949882","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.111769000, 443
"885","25.949921","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.111787000, 38262
"886","25.949939","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=197056 Win=328192 Len=0", 1736885390.112668000, 443
"887","25.950820","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.112697000, 443
"888","25.950849","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.112708000, 38262
"889","25.950860","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=199880 Win=333952 Len=0", 1736885390.115278000, 443
"890","25.953430","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.115320000, 443
"891","25.953472","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.115343000, 38262
"892","25.953495","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=202704 Win=339840 Len=0", 1736885390.116765000, 443
"893","25.954917","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.116797000, 443
"894","25.954949","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.116811000, 38262
"895","25.954963","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=205528 Win=345600 Len=0", 1736885390.116946000, 443
"896","25.955098","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.116979000, 443
"897","25.955131","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.116989000, 38262
"898","25.955141","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=208352 Win=351488 Len=0", 1736885390.117090000, 443
"899","25.955242","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.117112000, 443
"900","25.955264","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.117119000, 38262
"901","25.955271","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=211176 Win=357376 Len=0", 1736885390.117366000, 443
"902","25.955518","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.117407000, 443
"903","25.955559","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.117419000, 38262
"904","25.955571","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=214000 Win=363136 Len=0", 1736885390.118143000, 443
"905","25.956295","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 800#1] 443  >  38262 [ACK] Seq=214000 Ack=3054 Win=267264 Len=0 SLE=4466 SRE=4857", 1736885390.118179000, 443
"906","25.956331","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=214000 Ack=4857 Win=265472 Len=0", 1736885390.118356000, 443
"907","25.956508","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.118481000, 443
"908","25.956633","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.118496000, 38262
"909","25.956648","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=216824 Win=369024 Len=0", 1736885390.118939000, 443
"910","25.957091","142.250.79.10","10.49.10.60","TCP","60","443  >  57276 [ACK] Seq=10276 Ack=3674 Win=266496 Len=0", 1736885390.119344000, 443
"911","25.957496","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data, Application Data", 1736885390.119384000, 443
"912","25.957536","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.119397000, 38262
"913","25.957549","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=219648 Win=374912 Len=0", 1736885390.120197000, 443
"914","25.958349","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.120230000, 443
"915","25.958382","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.120240000, 38262
"916","25.958392","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=222472 Win=380672 Len=0", 1736885390.121114000, 443
"917","25.959266","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.121191000, 443
"918","25.959343","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.121201000, 38262
"919","25.959353","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=225296 Win=386560 Len=0", 1736885390.122062000, 443
"920","25.960214","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.122099000, 443
"921","25.960251","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.122117000, 38262
"922","25.960269","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=228120 Win=392320 Len=0", 1736885390.123162000, 443
"923","25.961314","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.123213000, 443
"924","25.961365","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.123216000, 38262
"925","25.961368","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=230944 Win=398208 Len=0", 1736885390.124245000, 443
"926","25.962397","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.124268000, 443
"927","25.962420","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.124280000, 38262
"928","25.962432","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=233768 Win=404096 Len=0", 1736885390.124865000, 443
"929","25.963017","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.124900000, 443
"930","25.963052","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.124909000, 38262
"931","25.963061","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=236592 Win=409856 Len=0", 1736885390.126194000, 443
"932","25.964346","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.126205000, 443
"933","25.964357","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.126211000, 38262
"934","25.964363","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=239416 Win=415744 Len=0", 1736885390.126846000, 443
"935","25.964998","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.126860000, 443
"936","25.965012","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.126865000, 38262
"937","25.965017","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=242240 Win=421632 Len=0", 1736885390.127685000, 443
"938","25.965837","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.127721000, 443
"939","25.965873","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.127726000, 38262
"940","25.965878","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=245064 Win=427392 Len=0", 1736885390.138660000, 443
"941","25.976812","142.251.134.142","10.49.10.60","TCP","60","443  >  36050 [ACK] Seq=10446 Ack=3357 Win=266752 Len=0", 1736885390.141965000, 443
"942","25.980117","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.142014000, 443
"943","25.980166","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.142041000, 38262
"944","25.980193","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=247888 Win=433280 Len=0", 1736885390.142435000, 443
"945","25.980587","142.251.129.67","10.49.10.60","TLSv1.3","2878","Application Data, Application Data", 1736885390.142467000, 38262
"946","25.980619","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=250712 Win=438912 Len=0", 1736885390.143620000, 443
"947","25.981772","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.143656000, 443
"948","25.981808","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.143673000, 38262
"949","25.981825","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=253536 Win=444800 Len=0", 1736885390.144326000, 443
"950","25.982478","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.144357000, 443
"951","25.982509","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.144373000, 38262
"952","25.982525","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=256360 Win=450560 Len=0", 1736885390.145247000, 443
"953","25.983399","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.145290000, 443
"954","25.983442","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.145313000, 38262
"955","25.983465","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=259184 Win=456448 Len=0", 1736885390.146182000, 443
"956","25.984334","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.146214000, 443
"957","25.984366","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.146230000, 38262
"958","25.984382","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=262008 Win=462208 Len=0", 1736885390.147110000, 443
"959","25.985262","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.147143000, 443
"960","25.985295","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.147159000, 38262
"961","25.985311","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=264832 Win=468096 Len=0", 1736885390.148037000, 443
"962","25.986189","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.148067000, 443
"963","25.986219","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.148082000, 38262
"964","25.986234","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=267656 Win=473984 Len=0", 1736885390.148177000, 443
"965","25.986329","142.250.79.10","10.49.10.60","TLSv1.3","931","Application Data", 1736885390.148187000, 443
"966","25.986339","142.250.79.10","10.49.10.60","TLSv1.3","123","Application Data", 1736885390.148404000, 443
"967","25.986556","142.250.79.10","10.49.10.60","TLSv1.3","85","Application Data", 1736885390.148541000, 443
"968","25.986693","142.250.79.10","10.49.10.60","TLSv1.3","93","Application Data", 1736885390.148634000, 443
"969","25.986786","172.217.28.206","10.49.10.60","TCP","60","443  >  51240 [ACK] Seq=4122 Ack=728 Win=269056 Len=0", 1736885390.149004000, 443
"970","25.987156","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.149033000, 443
"971","25.987185","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.149055000, 38262
"972","25.987207","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=270480 Win=479744 Len=0", 1736885390.149082000, 443
"973","25.987234","172.217.28.206","10.49.10.60","TLSv1.3","668","Application Data, Application Data", 1736885390.149308000, 57276
"974","25.987460","10.49.10.60","142.250.79.10","TCP","54","57276  >  443 [ACK] Seq=3674 Ack=11292 Win=64128 Len=0", 1736885390.149355000, 443
"975","25.987507","172.217.28.206","10.49.10.60","TLSv1.3","85","Application Data", 1736885390.149359000, 57276
"976","25.987511","10.49.10.60","142.250.79.10","TLSv1.3","93","Application Data", 1736885390.149973000, 443
"977","25.988125","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.150003000, 443
"978","25.988155","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.150023000, 38262
"979","25.988175","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=273304 Win=485632 Len=0", 1736885390.150399000, 51240
"980","25.988551","10.49.10.60","172.217.28.206","TLSv1.3","85","Application Data", 1736885390.150862000, 443
"981","25.989014","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.150892000, 443
"982","25.989044","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.150929000, 38262
"983","25.989081","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=276128 Win=491520 Len=0", 1736885390.151812000, 443
"984","25.989964","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.151843000, 443
"985","25.989995","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.151863000, 38262
"986","25.990015","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=4857 Ack=278952 Win=497280 Len=0", 1736885390.152745000, 443
"987","25.990897","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.152780000, 443
